PRODUCT_ID,PRODUCT_NAME,PRODUCT_CATEGORY,PRICE,PRODUCT_COLOR,MANUFACTURING_DATE,EXPIRATION_DATE,WARRANTY_PERIOD,RATING,WEIGHT_GRAMS,DISCOUNT_PERCENTAGE
prod-00911,Pringles Sour Cream & Onion (911),Snacks,45.82,Yellow,2023-10-07,2025-09-28,27 months,4.6,323,15
prod-00912,DiGiorno Pepperoni Pizza (912),Frozen Foods,65.72,Orange,2020-03-20,2028-01-12,20 months,4.6,323,20
prod-00913,Oroweat Whole Grain Bread (913),Bakery,69.42,Black,2019-11-03,2025-06-27,6 months,3.7,1854,20
prod-00914,Dole Pineapple Chunks (914),Fruits,5.08,Red,2019-11-14,2027-10-06,25 months,4.1,850,15
prod-00915,Ben & Jerry's Chocolate Fudge Brownie (915),Frozen Foods,32.85,White,2021-08-08,2028-04-22,12 months,4.7,730,10
prod-00916,Chex Mix Traditional (916),Snacks,94.49,Black,2022-01-07,2025-04-27,25 months,4.4,942,5
prod-00917,Cucumbers 2-Pack (917),Vegetables,98.87,Orange,2020-07-23,2026-07-01,34 months,3.0,313,15
prod-00918,Ben & Jerry's Chocolate Fudge Brownie (918),Frozen Foods,80.53,Black,2021-01-01,2026-06-13,31 months,3.7,1671,15
prod-00919,Sargento Shredded Cheddar (919),Dairy,71.92,Yellow,2020-07-13,2024-11-21,22 months,3.3,1466,5
prod-00920,Entenmann's Chocolate Donuts (920),Bakery,40.41,Purple,2021-10-11,2024-09-18,7 months,3.5,1480,25
prod-00921,Sara Lee Honey Wheat Bread (921),Bakery,38.53,Orange,2023-08-01,2025-07-15,9 months,4.8,1914,10
prod-00922,Dole Pineapple Chunks (922),Fruits,67.57,Orange,2019-10-10,2025-12-28,30 months,3.1,1562,10
prod-00923,Eggo Waffles Homestyle (923),Frozen Foods,22.73,Green,2019-12-24,2026-05-27,12 months,3.4,355,5
prod-00924,Seedless Red Grapes (924),Fruits,18.13,Black,2023-04-02,2028-08-12,27 months,3.6,766,0
prod-00925,Popcorners Kettle Corn (925),Snacks,9.89,Black,2020-11-05,2029-01-21,35 months,4.2,1605,25
prod-00926,Avocados 4-Pack (926),Fruits,46.02,Black,2022-07-09,2024-08-31,16 months,4.1,1119,20
prod-00927,Wonder Bread Classic White (927),Bakery,9.19,Blue,2020-07-23,2026-04-03,10 months,3.4,1527,5
prod-00928,Gatorade Lemon-Lime (928),Beverages,45.52,Blue,2023-06-05,2026-10-01,17 months,3.3,1906,10
prod-00929,Red Bull Energy Drink (929),Beverages,60.45,White,2020-05-16,2028-06-17,11 months,3.5,1165,25
prod-00930,Cabot Vermont Cheddar (930),Dairy,65.59,Purple,2023-01-17,2029-08-21,16 months,4.0,1511,0
prod-00931,Kind Protein Bars (931),Snacks,71.87,Red,2023-09-09,2027-02-28,22 months,3.5,1152,15
prod-00932,Philadelphia Cream Cheese (932),Dairy,79.21,Blue,2022-05-07,2028-10-26,10 months,4.9,794,15
prod-00933,Russet Potatoes 5lb (933),Vegetables,88.09,Green,2022-04-05,2026-08-20,6 months,3.9,1326,15
prod-00934,Russet Potatoes 5lb (934),Vegetables,19.22,White,2021-07-11,2027-06-26,10 months,3.1,660,20
prod-00935,Lay's Classic Potato Chips (935),Snacks,46.58,Blue,2020-09-04,2029-02-22,25 months,4.5,426,25
prod-00936,Cucumbers 2-Pack (936),Vegetables,20.23,Red,2021-07-25,2027-06-21,11 months,3.7,942,30
prod-00937,Stouffer's Lasagna (937),Frozen Foods,58.85,White,2023-04-08,2027-06-18,28 months,4.3,1177,10
prod-00938,Oreo Double Stuf Cookies (938),Snacks,90.00,Black,2020-02-19,2025-12-16,17 months,3.6,1613,0
prod-00939,Bananas Bunch (939),Fruits,7.37,Red,2021-03-14,2024-10-11,12 months,4.1,516,10
prod-00940,Wonder Bread Classic White (940),Bakery,82.56,Blue,2023-12-06,2027-06-27,12 months,4.5,1857,25
prod-00941,Tropicana Orange Juice 1L (941),Beverages,80.51,Red,2023-02-15,2028-06-03,19 months,4.9,1987,20
prod-00942,Coca-Cola Classic 12-Pack (942),Beverages,67.53,Blue,2023-05-09,2027-06-15,33 months,3.5,1121,20
prod-00943,Navel Oranges (943),Fruits,10.41,Black,2021-12-31,2025-09-16,36 months,3.7,1483,25
prod-00944,Horizon Organic Whole Milk (944),Dairy,18.04,Green,2021-11-18,2025-08-17,13 months,3.9,1672,5
prod-00945,Strawberries 1lb (945),Fruits,93.39,Green,2022-04-26,2028-08-12,11 months,4.9,1328,25
prod-00946,Dole Pineapple Chunks (946),Fruits,7.98,Green,2023-07-14,2026-05-05,23 months,4.8,1002,30
prod-00947,Carrots 2lb Bag (947),Vegetables,44.33,Red,2024-05-22,2026-12-21,20 months,3.2,379,10
prod-00948,Sweet Potatoes (948),Vegetables,88.13,Yellow,2023-11-14,2025-12-31,34 months,3.3,1178,30
prod-00949,Pepperidge Farm Milano Cookies (949),Bakery,95.98,Black,2021-03-08,2029-03-04,35 months,4.0,322,15
prod-00950,Entenmann's Chocolate Donuts (950),Bakery,4.79,Red,2019-09-09,2028-02-04,25 months,3.2,207,5
prod-00951,King's Hawaiian Rolls (951),Bakery,67.20,Orange,2023-05-16,2029-05-03,13 months,3.7,817,30
prod-00952,Red Bull Energy Drink (952),Beverages,43.12,Yellow,2021-11-23,2027-05-08,7 months,3.3,783,10
prod-00953,Avocados 4-Pack (953),Fruits,84.52,Purple,2023-05-17,2029-04-11,14 months,4.3,701,5
prod-00954,Lay's Classic Potato Chips (954),Snacks,48.57,Red,2022-04-12,2027-01-31,18 months,4.9,1632,5
prod-00955,Marie Callender's Chicken Pot Pie (955),Frozen Foods,14.92,Orange,2023-02-22,2025-05-03,36 months,5.0,1060,25
prod-00956,Green Giant Cauliflower Rice (956),Frozen Foods,46.06,Blue,2021-05-27,2028-03-19,24 months,3.8,1129,0
prod-00957,Silk Almond Milk (957),Dairy,4.46,White,2020-09-03,2028-05-02,16 months,4.2,606,5
prod-00958,Marie Callender's Chicken Pot Pie (958),Frozen Foods,47.76,Black,2021-08-13,2024-12-06,17 months,4.7,1922,25
prod-00959,Navel Oranges (959),Fruits,86.29,Black,2022-12-11,2027-02-05,32 months,3.2,1294,30
prod-00960,Green Giant Cauliflower Rice (960),Frozen Foods,9.56,Purple,2021-10-25,2027-06-22,30 months,4.4,974,20
prod-00961,Nature Valley Granola Bars (961),Snacks,65.21,Purple,2022-08-07,2024-10-22,13 months,3.8,367,30
prod-00962,Birds Eye Steamfresh Broccoli (962),Frozen Foods,11.42,White,2023-02-04,2026-09-03,11 months,3.4,292,15
prod-00963,Ben & Jerry's Chocolate Fudge Brownie (963),Frozen Foods,57.71,Orange,2022-08-06,2027-01-19,17 months,3.8,855,0
prod-00964,Yoplait Original Yogurt (964),Dairy,60.53,White,2023-05-01,2027-03-22,23 months,3.2,1303,5
prod-00965,King's Hawaiian Rolls (965),Bakery,62.73,Blue,2023-06-07,2026-03-16,10 months,4.4,859,0
prod-00966,Sara Lee Honey Wheat Bread (966),Bakery,76.30,White,2020-03-25,2029-04-27,14 months,3.5,169,25
prod-00967,Marie Callender's Chicken Pot Pie (967),Frozen Foods,19.47,Green,2024-06-23,2026-08-17,15 months,3.6,1856,15
prod-00968,Nature Valley Granola Bars (968),Snacks,41.21,Purple,2020-02-05,2025-04-12,10 months,3.2,1153,15
prod-00969,Wonder Bread Classic White (969),Bakery,67.02,Yellow,2019-10-06,2026-02-24,19 months,4.7,1242,0
prod-00970,Chex Mix Traditional (970),Snacks,94.78,White,2020-07-08,2028-04-11,12 months,4.0,1840,10
prod-00971,King's Hawaiian Rolls (971),Bakery,30.15,Purple,2024-07-25,2027-04-25,15 months,4.1,609,15
prod-00972,Marie Callender's Chicken Pot Pie (972),Frozen Foods,93.62,Blue,2023-02-20,2024-11-23,25 months,4.1,833,20
prod-00973,Gatorade Lemon-Lime (973),Beverages,36.60,Orange,2022-12-02,2025-12-08,14 months,3.8,559,20
prod-00974,Bananas Bunch (974),Fruits,51.27,Purple,2023-12-14,2029-03-13,23 months,3.4,1761,5
prod-00975,Eggo Waffles Homestyle (975),Frozen Foods,83.14,Green,2020-06-07,2024-12-10,9 months,4.5,557,10
prod-00976,Avocados 4-Pack (976),Fruits,15.83,Yellow,2019-10-17,2028-03-17,27 months,3.3,666,10
prod-00977,Sweet Potatoes (977),Vegetables,39.94,Black,2019-12-28,2028-06-12,9 months,3.2,138,25
prod-00978,Philadelphia Cream Cheese (978),Dairy,43.51,Yellow,2021-09-13,2026-09-11,23 months,4.4,1069,5
prod-00979,Land O'Lakes Butter (979),Dairy,15.98,Black,2021-04-06,2026-07-07,29 months,3.4,1973,15
prod-00980,Yoplait Original Yogurt (980),Dairy,88.70,Green,2023-08-15,2026-09-13,26 months,3.6,361,30
prod-00981,Ben & Jerry's Chocolate Fudge Brownie (981),Frozen Foods,42.33,Red,2024-02-03,2026-06-27,26 months,4.0,283,0
prod-00982,Organic Gala Apples (982),Fruits,16.80,Orange,2020-04-16,2028-12-08,14 months,3.9,619,10
prod-00983,Pringles Sour Cream & Onion (983),Snacks,88.00,Blue,2024-02-21,2026-12-02,29 months,4.4,1079,10
prod-00984,Roma Tomatoes (984),Vegetables,2.75,Black,2020-10-11,2025-02-05,25 months,4.2,922,30
prod-00985,Stouffer's Lasagna (985),Frozen Foods,82.65,Purple,2021-01-23,2027-01-15,29 months,4.3,972,25
prod-00986,Blueberries Pint (986),Fruits,63.72,Yellow,2020-12-27,2026-02-10,35 months,4.4,1651,15
prod-00987,Organic Baby Spinach (987),Vegetables,26.46,Purple,2021-05-11,2029-03-23,23 months,3.6,485,25
prod-00988,Oreo Double Stuf Cookies (988),Snacks,1.25,Orange,2022-12-24,2026-03-29,12 months,3.6,675,0
prod-00989,Gatorade Lemon-Lime (989),Beverages,73.39,Orange,2023-12-07,2027-12-20,9 months,3.9,352,20
prod-00990,Russet Potatoes 5lb (990),Vegetables,54.04,Black,2024-07-13,2029-06-20,35 months,3.6,1134,10
prod-00991,Thomas' English Muffins (991),Bakery,51.78,Blue,2021-05-13,2029-07-13,19 months,5.0,699,25
prod-00992,Birds Eye Steamfresh Broccoli (992),Frozen Foods,2.88,Black,2021-07-10,2024-09-10,20 months,4.6,310,30
prod-00993,Bananas Bunch (993),Fruits,62.49,Black,2023-07-05,2028-12-08,34 months,3.3,1639,15
prod-00994,Bananas Bunch (994),Fruits,81.70,Blue,2024-07-12,2027-12-25,10 months,3.0,1766,25
prod-00995,Philadelphia Cream Cheese (995),Dairy,61.92,Black,2022-10-14,2028-05-24,33 months,3.1,1906,10
prod-00996,Gatorade Lemon-Lime (996),Beverages,34.66,White,2024-02-22,2026-11-17,13 months,3.5,459,20
prod-00997,Dole Pineapple Chunks (997),Fruits,84.03,Yellow,2023-12-04,2028-10-08,36 months,3.2,167,30
prod-00998,Strawberries 1lb (998),Fruits,8.61,Yellow,2022-04-19,2024-08-31,29 months,4.1,526,5
prod-00999,Navel Oranges (999),Fruits,95.97,White,2023-11-26,2028-04-25,13 months,4.7,1972,25
prod-01000,Land O'Lakes Butter (1000),Dairy,41.93,Red,2023-04-30,2026-11-17,30 months,4.5,108,15
